Universityname,uid,Location ,Fee,GRE,IELTS,TOEFL,Percentage,Y/N
Mississippi State University,30,Mississippi,24132,325,5.0,78,66,0
Mississippi State University,30,Mississippi,24132,304,5.0,119,71,0
Mississippi State University,30,Mississippi,24132,331,7.0,94,88,1
Mississippi State University,30,Mississippi,24132,306,5.0,102,89,1
Mississippi State University,30,Mississippi,24132,303,5.0,111,93,0
Mississippi State University,30,Mississippi,24132,338,8.0,113,72,0
Mississippi State University,30,Mississippi,24132,325,7.0,87,73,0
Mississippi State University,30,Mississippi,24132,295,9.0,92,92,1
Mississippi State University,30,Mississippi,24132,337,6.0,110,87,0
University of Missouri - Columbia,31,Missouri,17560,301,7.0,82,81,1
University of Missouri - Columbia,31,Missouri,17560,339,5.0,76,62,0
University of Missouri - Columbia,31,Missouri,17560,333,6.0,99,87,0
University of Missouri - Columbia,31,Missouri,17560,296,5.0,114,88,0
University of Missouri - Columbia,31,Missouri,17560,291,6.0,77,78,0
University of Missouri - Columbia,31,Missouri,17560,296,6.0,86,90,1
University of Missouri - Columbia,31,Missouri,17560,307,5.5,108,64,0
University of Missouri - Columbia,31,Missouri,17560,331,6.5,84,95,0
University of Missouri - Columbia,31,Missouri,17560,311,5.0,75,89,0
University of Missouri - Columbia,31,Missouri,17560,301,6.0,85,88,0
University of Missouri - Columbia,31,Missouri,17560,306,6.0,112,81,0
University of Missouri - Columbia,31,Missouri,17560,314,8.0,91,88,1
University of Missouri - Columbia,31,Missouri,17560,290,7.0,111,95,1
University of Missouri - Columbia,31,Missouri,17560,303,7.5,81,75,0
University of Missouri - Columbia,31,Missouri,17560,314,8.0,81,67,1
University of Missouri - Columbia,31,Missouri,17560,321,7.0,97,66,0
University of Missouri - Columbia,31,Missouri,17560,333,8.5,108,75,0
University of Missouri - Columbia,31,Missouri,17560,331,5.0,89,84,0
University of Missouri - Columbia,31,Missouri,17560,334,8.0,80,74,1
University of Missouri - Columbia,31,Missouri,17560,303,5.5,119,93,0
University of Missouri - Columbia,31,Missouri,17560,303,6.5,98,63,1
University of Missouri - Columbia,31,Missouri,17560,291,5.0,93,95,0
University of Missouri - Columbia,31,Missouri,17560,319,5.5,115,81,1
University of Missouri - Columbia,31,Missouri,17560,301,5.5,88,91,0
University of Missouri - Columbia,31,Missouri,17560,331,9.0,76,82,1
University of Missouri - Columbia,31,Missouri,17560,296,6.0,86,63,1
University of Missouri - Columbia,31,Missouri,17560,308,7.0,111,69,1
University of Missouri - Columbia,31,Missouri,17560,309,8.0,117,93,0
University of Missouri - Columbia,31,Missouri,17560,338,5.0,94,86,1
University of Missouri - Columbia,31,Missouri,17560,299,6.0,77,80,0
University of Missouri - Columbia,31,Missouri,17560,325,8.0,94,88,1
University of Missouri - Columbia,31,Missouri,17560,321,5.0,85,84,1
University of Missouri - Columbia,31,Missouri,17560,311,5.0,84,91,0
University of Missouri - Columbia,31,Missouri,17560,324,8.0,108,90,0
University of Missouri - Columbia,31,Missouri,17560,320,6.5,70,86,0
University of Missouri - Columbia,31,Missouri,17560,300,7.0,117,66,1
University of Missouri - Columbia,31,Missouri,17560,298,6.5,96,75,1
University of Missouri - Columbia,31,Missouri,17560,324,8.5,102,86,1
University of Missouri - Columbia,31,Missouri,17560,312,8.0,89,95,1
University of Missouri - Columbia,31,Missouri,17560,334,8.0,97,69,0
University of Missouri - Columbia,31,Missouri,17560,291,7.0,111,80,1
University of Missouri - Columbia,31,Missouri,17560,333,5.0,113,91,0
University of Missouri - Columbia,31,Missouri,17560,309,7.5,77,65,0
University of Missouri - Columbia,31,Missouri,17560,313,5.0,97,83,1
University of Missouri - Columbia,31,Missouri,17560,338,9.0,91,64,1
University of Missouri - Columbia,31,Missouri,17560,291,8.5,87,75,1
University of Missouri - Columbia,31,Missouri,17560,340,6.0,78,92,0
University of Missouri - Columbia,31,Missouri,17560,326,6.0,81,60,1
University of Missouri - Columbia,31,Missouri,17560,293,7.0,113,80,0
University of Missouri - Columbia,31,Missouri,17560,335,5.0,71,70,0
University of Missouri - Columbia,31,Missouri,17560,311,5.0,90,72,1
University of Missouri - Columbia,31,Missouri,17560,291,5.0,102,73,1
University of Missouri - Columbia,31,Missouri,17560,313,8.0,77,88,1
University of Missouri - Columbia,31,Missouri,17560,325,8.5,71,63,1
University of Missouri - Columbia,31,Missouri,17560,336,7.5,104,84,0
University of Missouri - Columbia,31,Missouri,17560,313,7.0,107,77,0
University of Missouri - Columbia,31,Missouri,17560,315,7.5,108,81,1
University of Missouri - Columbia,31,Missouri,17560,322,6.0,106,65,1
University of Missouri - Columbia,31,Missouri,17560,337,7.5,78,85,0
University of Missouri - Columbia,31,Missouri,17560,318,6.0,104,80,0
University of Missouri - Columbia,31,Missouri,17560,340,8.0,83,67,1
University of Missouri - Columbia,31,Missouri,17560,292,7.0,107,75,1
University of Missouri - Columbia,31,Missouri,17560,336,5.0,85,61,0
University of Missouri - Columbia,31,Missouri,17560,333,9.0,97,75,0
University of Missouri - Columbia,31,Missouri,17560,319,5.5,93,85,1
University of Missouri - Columbia,31,Missouri,17560,290,8.5,91,65,0
University of Missouri - Columbia,31,Missouri,17560,306,8.5,70,94,0
University of Missouri - Columbia,31,Missouri,17560,335,8.0,80,72,1
University of Missouri - Columbia,31,Missouri,17560,340,6.0,108,66,0
University of Missouri - Columbia,31,Missouri,17560,302,9.0,105,68,1
University of Missouri - Columbia,31,Missouri,17560,335,5.5,82,76,0
University of Missouri - Columbia,31,Missouri,17560,318,6.0,92,84,0
University of Missouri - Columbia,31,Missouri,17560,331,6.0,89,83,1
University of Missouri - Columbia,31,Missouri,17560,323,9.0,117,82,0
University of Missouri - Columbia,31,Missouri,17560,291,6.0,118,66,1
University of Missouri - Columbia,31,Missouri,17560,328,7.5,103,93,1
University of Missouri - Columbia,31,Missouri,17560,325,9.0,81,70,0
University of Missouri - Columbia,31,Missouri,17560,304,7.0,114,77,1
University of Missouri - Columbia,31,Missouri,17560,327,7.0,84,80,1
University of Missouri - Columbia,31,Missouri,17560,303,6.0,92,73,0
University of Missouri - Columbia,31,Missouri,17560,322,7.5,72,74,1
University of Nebraska- Lincoln,32,Nebraska,17053,333,8.0,114,83,1
University of Nebraska- Lincoln,32,Nebraska,17053,313,7.0,93,77,1
University of Nebraska- Lincoln,32,Nebraska,17053,308,9.0,101,80,0
University of Nebraska- Lincoln,32,Nebraska,17053,321,7.5,81,92,0
University of Nebraska- Lincoln,32,Nebraska,17053,305,6.5,91,69,1
University of Nebraska- Lincoln,32,Nebraska,17053,325,7.0,95,95,1
University of Nebraska- Lincoln,32,Nebraska,17053,331,6.5,88,68,1
University of Nebraska- Lincoln,32,Nebraska,17053,307,9.0,84,71,0
University of Nebraska- Lincoln,32,Nebraska,17053,306,8.5,81,69,1
University of Nebraska- Lincoln,32,Nebraska,17053,293,7.5,72,86,1
University of Nebraska- Lincoln,32,Nebraska,17053,314,8.0,88,72,0
University of Nebraska- Lincoln,32,Nebraska,17053,317,7.5,107,77,1
University of Nebraska- Lincoln,32,Nebraska,17053,302,6.5,90,78,0
University of Nebraska- Lincoln,32,Nebraska,17053,338,8.5,97,88,0
University of Nebraska- Lincoln,32,Nebraska,17053,300,9.0,90,82,0
University of Nebraska- Lincoln,32,Nebraska,17053,337,6.0,85,63,1
University of Nebraska- Lincoln,32,Nebraska,17053,309,6.5,98,85,0
University of Nebraska- Lincoln,32,Nebraska,17053,303,7.0,112,90,0
University of Nebraska- Lincoln,32,Nebraska,17053,306,5.0,85,76,0
University of Nebraska- Lincoln,32,Nebraska,17053,303,7.0,108,89,0
University of Nebraska- Lincoln,32,Nebraska,17053,298,8.5,89,63,1
University of Nebraska- Lincoln,32,Nebraska,17053,306,6.5,83,60,0
University of Nebraska- Lincoln,32,Nebraska,17053,291,8.0,83,93,0
University of Nebraska- Lincoln,32,Nebraska,17053,308,5.0,75,84,1
University of Nebraska- Lincoln,32,Nebraska,17053,304,6.0,76,60,1
University of Nebraska- Lincoln,32,Nebraska,17053,303,8.5,83,67,1
University of Nebraska- Lincoln,32,Nebraska,17053,310,6.0,104,81,1
University of Nebraska- Lincoln,32,Nebraska,17053,312,6.5,77,60,1
University of Nebraska- Lincoln,32,Nebraska,17053,312,5.5,101,89,0
University of Nebraska- Lincoln,32,Nebraska,17053,291,9.0,120,83,1
University of Nebraska- Lincoln,32,Nebraska,17053,309,8.0,118,62,1
University of Nebraska- Lincoln,32,Nebraska,17053,311,5.0,97,73,0
University of Nebraska- Lincoln,32,Nebraska,17053,292,8.5,112,87,0
University of Nebraska- Lincoln,32,Nebraska,17053,302,7.0,83,75,0
University of Nebraska- Lincoln,32,Nebraska,17053,323,7.0,87,88,0
University of Nebraska- Lincoln,32,Nebraska,17053,317,6.5,101,69,0
University of Nebraska- Lincoln,32,Nebraska,17053,309,5.0,93,86,0
University of Nebraska- Lincoln,32,Nebraska,17053,337,5.0,86,65,0
University of Nebraska- Lincoln,32,Nebraska,17053,292,7.5,94,81,0
University of Nebraska- Lincoln,32,Nebraska,17053,299,7.0,77,69,0
University of Nebraska- Lincoln,32,Nebraska,17053,314,8.5,111,84,1
University of Nebraska- Lincoln,32,Nebraska,17053,309,6.5,71,71,0
University of Nebraska- Lincoln,32,Nebraska,17053,317,7.0,82,80,0
University of Nebraska- Lincoln,32,Nebraska,17053,332,6.0,105,71,1
University of Nebraska- Lincoln,32,Nebraska,17053,312,7.0,91,89,1
University of Nebraska- Lincoln,32,Nebraska,17053,294,5.0,119,62,1
University of Nebraska- Lincoln,32,Nebraska,17053,305,7.0,70,91,1
University of Nebraska- Lincoln,32,Nebraska,17053,297,8.5,115,70,1
University of Nebraska- Lincoln,32,Nebraska,17053,337,7.0,100,85,1
University of Nebraska- Lincoln,32,Nebraska,17053,318,5.5,73,86,1
University of Nebraska- Lincoln,32,Nebraska,17053,311,6.5,109,61,1
University of Nebraska- Lincoln,32,Nebraska,17053,298,5.0,97,63,0
University of Nebraska- Lincoln,32,Nebraska,17053,312,5.5,103,61,0
University of Nebraska- Lincoln,32,Nebraska,17053,336,5.0,95,89,1
University of Nebraska- Lincoln,32,Nebraska,17053,290,7.5,100,93,0
University of Nebraska- Lincoln,32,Nebraska,17053,303,8.0,106,66,1
University of Nebraska- Lincoln,32,Nebraska,17053,327,5.5,109,66,1
University of Nebraska- Lincoln,32,Nebraska,17053,338,7.0,73,72,0
University of Nebraska- Lincoln,32,Nebraska,17053,302,5.5,78,88,1
University of Nebraska- Lincoln,32,Nebraska,17053,339,6.0,84,88,0
University of Nebraska- Lincoln,32,Nebraska,17053,334,8.0,79,84,1
University of Nebraska- Lincoln,32,Nebraska,17053,332,6.0,109,92,0
University of Nebraska- Lincoln,32,Nebraska,17053,324,7.0,111,62,1
University of Nebraska- Lincoln,32,Nebraska,17053,311,6.5,86,71,1
University of Nebraska- Lincoln,32,Nebraska,17053,337,8.5,92,95,1
University of Nebraska- Lincoln,32,Nebraska,17053,290,8.0,106,90,1
University of Nebraska- Lincoln,32,Nebraska,17053,335,7.5,106,68,0
University of Nebraska- Lincoln,32,Nebraska,17053,302,6.5,91,64,0
University of Nebraska- Lincoln,32,Nebraska,17053,311,6.0,103,67,1
University of Nebraska- Lincoln,32,Nebraska,17053,312,5.0,84,85,0
University of Nebraska- Lincoln,32,Nebraska,17053,322,5.0,77,78,1
University of Nebraska- Lincoln,32,Nebraska,17053,309,6.0,100,78,1
University of Nebraska- Lincoln,32,Nebraska,17053,340,8.5,115,71,0
University of Nebraska- Lincoln,32,Nebraska,17053,326,8.5,85,70,1
University of Nebraska- Lincoln,32,Nebraska,17053,313,6.0,85,63,0
University of Nebraska- Lincoln,32,Nebraska,17053,303,5.0,115,81,1
University of Nebraska- Lincoln,32,Nebraska,17053,311,8.0,118,63,1
University of Nebraska- Lincoln,32,Nebraska,17053,334,7.5,117,94,0
University of Nebraska- Lincoln,32,Nebraska,17053,294,8.5,82,73,1
University of Nebraska- Lincoln,32,Nebraska,17053,333,6.5,89,67,1
University of Nebraska- Lincoln,32,Nebraska,17053,310,6.5,84,66,0
University of New Mexico,33,New Mexico,16117,317,6.5,90,95,0
SUNY- Buffalo,33,New York,26174,332,5.5,70,81,1
SUNY- Buffalo,33,New York,26174,329,6.5,97,90,0
SUNY- Buffalo,33,New York,26174,320,7.0,91,60,1
SUNY- Buffalo,33,New York,26174,334,9.0,93,75,1
SUNY- Buffalo,33,New York,26174,290,8.5,71,73,0
SUNY- Buffalo,33,New York,26174,294,9.0,74,69,1
SUNY- Buffalo,33,New York,26174,337,7.0,109,62,1
SUNY- Buffalo,33,New York,26174,291,6.5,100,91,0
SUNY- Buffalo,33,New York,26174,322,7.5,96,89,0
SUNY- Buffalo,33,New York,26174,321,5.0,99,83,1
SUNY- Buffalo,33,New York,26174,335,6.5,89,77,0
SUNY- Buffalo,33,New York,26174,340,6.0,82,77,0
SUNY- Buffalo,33,New York,26174,307,8.0,77,77,1
SUNY- Buffalo,33,New York,26174,318,8.0,78,90,1
SUNY- Buffalo,33,New York,26174,314,9.0,112,83,1
SUNY- Buffalo,33,New York,26174,300,8.5,79,69,1
SUNY- Buffalo,33,New York,26174,292,7.0,105,80,0
SUNY- Buffalo,33,New York,26174,337,8.5,77,89,0
SUNY- Buffalo,33,New York,26174,334,7.5,81,73,0
SUNY- Buffalo,33,New York,26174,329,9.0,115,83,0
SUNY- Buffalo,33,New York,26174,296,6.0,71,68,0
SUNY- Buffalo,33,New York,26174,317,6.5,112,82,0
SUNY- Buffalo,33,New York,26174,320,5.5,72,71,0
SUNY- Buffalo,33,New York,26174,328,8.5,83,66,1
SUNY- Buffalo,33,New York,26174,335,5.0,88,69,0
SUNY- Buffalo,33,New York,26174,321,5.0,97,65,1
SUNY- Buffalo,33,New York,26174,290,8.0,87,87,1
SUNY- Buffalo,33,New York,26174,323,8.0,89,82,0
SUNY- Buffalo,33,New York,26174,298,6.5,79,95,0
SUNY- Buffalo,33,New York,26174,327,6.5,91,92,0
SUNY- Buffalo,33,New York,26174,320,6.5,85,90,0
SUNY- Buffalo,33,New York,26174,297,7.5,71,73,0
SUNY- Buffalo,33,New York,26174,301,5.0,91,80,1
SUNY- Buffalo,33,New York,26174,311,5.5,70,83,0
SUNY- Buffalo,33,New York,26174,291,5.5,74,74,0
SUNY- Buffalo,33,New York,26174,324,7.0,89,77,0
SUNY- Buffalo,33,New York,26174,303,9.0,92,85,1
SUNY- Buffalo,33,New York,26174,296,8.0,109,86,0
SUNY- Buffalo,33,New York,26174,336,6.5,99,85,0
SUNY- Buffalo,33,New York,26174,290,9.0,111,68,1
SUNY- Buffalo,33,New York,26174,299,7.5,78,86,0
SUNY- Buffalo,33,New York,26174,328,8.0,85,73,1
SUNY- Buffalo,33,New York,26174,306,9.0,75,74,0
SUNY- Buffalo,33,New York,26174,306,8.0,113,75,0
SUNY- Buffalo,33,New York,26174,300,8.0,113,74,1
SUNY- Buffalo,33,New York,26174,291,9.0,107,66,0
SUNY- Buffalo,33,New York,26174,332,8.5,97,60,1
SUNY- Buffalo,33,New York,26174,323,5.5,119,82,1
SUNY- Buffalo,33,New York,26174,299,6.5,87,69,1
SUNY- Buffalo,33,New York,26174,338,5.5,87,73,0
SUNY- Buffalo,33,New York,26174,324,8.5,104,89,0
SUNY- Buffalo,33,New York,26174,328,6.5,95,80,0
SUNY- Buffalo,33,New York,26174,329,5.5,70,90,1
SUNY- Buffalo,33,New York,26174,298,5.0,98,76,1
SUNY- Buffalo,33,New York,26174,295,6.5,79,93,0
SUNY- Buffalo,33,New York,26174,329,7.0,99,72,0
SUNY- Buffalo,33,New York,26174,319,7.5,96,77,0
SUNY- Buffalo,33,New York,26174,290,9.0,84,80,1
SUNY- Buffalo,33,New York,26174,338,8.5,97,65,1
SUNY- Buffalo,33,New York,26174,339,6.0,72,76,0
SUNY- Buffalo,33,New York,26174,299,7.0,105,77,1
SUNY- Buffalo,33,New York,26174,339,9.0,90,67,1
SUNY- Buffalo,33,New York,26174,339,6.0,114,81,0
SUNY- Buffalo,33,New York,26174,293,6.0,97,60,0
SUNY- Buffalo,33,New York,26174,305,6.0,89,94,1
SUNY- Buffalo,33,New York,26174,292,9.0,102,62,1
SUNY- Buffalo,33,New York,26174,323,7.5,76,66,1
SUNY- Buffalo,33,New York,26174,299,9.0,117,63,0
SUNY- Buffalo,33,New York,26174,320,9.0,72,61,1
SUNY- Buffalo,33,New York,26174,332,8.5,79,87,0
SUNY- Buffalo,33,New York,26174,305,6.0,117,73,1
SUNY- Buffalo,33,New York,26174,299,7.0,73,74,0
SUNY- Buffalo,33,New York,26174,322,9.0,120,95,0
SUNY- Buffalo,33,New York,26174,335,5.5,85,61,1
SUNY- Buffalo,33,New York,26174,337,6.5,86,80,1
SUNY- Buffalo,33,New York,26174,339,5.5,107,68,0
SUNY- Buffalo,33,New York,26174,300,6.5,115,82,0
SUNY- Buffalo,33,New York,26174,331,7.5,113,63,1
SUNY- Buffalo,33,New York,26174,317,8.0,114,90,0
SUNY- Buffalo,33,New York,26174,334,7.5,115,75,1
SUNY- Buffalo,33,New York,26174,313,8.0,71,65,1
University of Cincinnati,34,Ohio,26210,304,6.5,81,64,0
University of Cincinnati,34,Ohio,26210,340,6.0,103,95,0
University of Cincinnati,34,Ohio,26210,324,7.5,107,76,1
University of Cincinnati,34,Ohio,26210,300,5.5,92,69,0
University of Cincinnati,34,Ohio,26210,336,8.5,71,85,0
University of Cincinnati,34,Ohio,26210,316,7.0,104,65,1
University of Cincinnati,34,Ohio,26210,308,8.0,72,71,0
University of Cincinnati,34,Ohio,26210,303,6.0,102,85,1
University of Cincinnati,34,Ohio,26210,324,9.0,86,88,1
University of Cincinnati,34,Ohio,26210,331,8.5,115,89,0
University of Cincinnati,34,Ohio,26210,308,7.5,79,62,0
University of Cincinnati,34,Ohio,26210,339,5.5,118,90,1
University of Cincinnati,34,Ohio,26210,292,5.0,92,70,1
University of Cincinnati,34,Ohio,26210,312,8.0,100,69,1
University of Cincinnati,34,Ohio,26210,314,6.5,102,93,1
University of Cincinnati,34,Ohio,26210,299,9.0,116,69,0
University of Cincinnati,34,Ohio,26210,296,7.5,113,72,1
University of Cincinnati,34,Ohio,26210,318,5.5,99,81,1
University of Cincinnati,34,Ohio,26210,313,7.5,115,74,0
University of Cincinnati,34,Ohio,26210,330,8.5,98,93,1
University of Cincinnati,34,Ohio,26210,297,6.5,119,78,1
University of Cincinnati,34,Ohio,26210,297,6.5,117,83,0
University of Cincinnati,34,Ohio,26210,316,9.0,83,76,0
University of Cincinnati,34,Ohio,26210,303,9.0,84,71,0
University of Cincinnati,34,Ohio,26210,337,7.5,90,89,0
University of Cincinnati,34,Ohio,26210,330,5.0,94,78,0
University of Cincinnati,34,Ohio,26210,334,5.0,100,90,1
University of Cincinnati,34,Ohio,26210,303,6.0,117,69,0
University of Cincinnati,34,Ohio,26210,317,5.0,119,64,1
University of Cincinnati,34,Ohio,26210,326,8.0,71,75,1
University of Cincinnati,34,Ohio,26210,333,6.0,115,84,1
University of Cincinnati,34,Ohio,26210,291,5.5,101,83,1
University of Cincinnati,34,Ohio,26210,337,9.0,90,68,1
University of Cincinnati,34,Ohio,26210,311,9.0,72,76,1
University of Cincinnati,34,Ohio,26210,322,5.0,110,71,1
University of Cincinnati,34,Ohio,26210,314,9.0,118,82,0
